gauge_id,hii,human_influence_category
USA_01187300,0.5264233573948769,High
USA_01195100,0.5533150840036879,High
USA_01333000,0.4344777235364249,High
USA_01350000,0.40308064600138244,High
USA_01350080,0.397698312517064,High
USA_01350140,0.42411844448554104,High
USA_01365000,0.3966972649943468,High
USA_01411300,0.4232131940068011,High
USA_01413500,0.3969563151465671,High
USA_01414500,0.3906749363374089,High
USA_01415000,0.39404124867981744,High
USA_01423000,0.40071792838966314,High
USA_01434025,0.3906849235577702,High
USA_01435000,0.39264698435404904,High
USA_01439500,0.35788684673342597,High
USA_01440000,0.40997470844137984,High
USA_01440400,0.3676494998705548,High
USA_01451800,0.4569559066002381,High
USA_01466500,0.4221343085998208,High
USA_01484100,0.4110663670672579,High
USA_01485500,0.4014784090429212,High
USA_01486000,0.4457187765441536,High
USA_01487000,0.375124227818946,High
USA_01491000,0.37769897251971046,High
USA_01510000,0.3952430670554786,High
USA_01516500,0.366224945202813,High
USA_01518862,0.351666948781385,High
USA_01532000,0.3489513684110612,High
USA_01539000,0.35190443597107135,High
USA_01542810,0.33982374113812097,Medium
USA_01543000,0.34528671500994257,Medium
USA_01543500,0.3436178466637556,Medium
USA_01544500,0.3387853548035042,Medium
USA_01545600,0.33634642924898484,Medium
USA_01547700,0.34750244303329425,High
USA_01548500,0.3455750452211289,Medium
USA_01549500,0.34798375587679686,High
USA_01550000,0.34484387249480697,Medium
USA_01552000,0.344633693311748,Medium
USA_01552500,0.3444865355625168,Medium
USA_01557500,0.36400439111930266,High
USA_01567500,0.3497066592786771,High
USA_01568000,0.3513374850547597,High
USA_01580000,0.4346066485659181,High
USA_01583500,0.4988356465917166,High
USA_01586610,0.4723121189762186,High
USA_01591400,0.45464854876740535,High
USA_01594950,0.3158720678094667,Medium
USA_01596500,0.39980583774000283,High
USA_01605500,0.28531930159023583,Medium
USA_01606500,0.25925295850242747,Medium
USA_01613050,0.35006946953767115,High
USA_01620500,0.346009435874048,Medium
USA_01632000,0.3516223083281616,High
USA_01632900,0.3899436879694314,High
USA_01634500,0.35089972745981624,High
USA_01638480,0.40766918525249723,High
USA_01639500,0.43434472316656003,High
USA_01644000,0.38921162788570945,High
USA_01658500,0.49945549121552696,High
USA_01664000,0.3744247276466585,High
USA_01666500,0.373275398972235,High
USA_01667500,0.3749665860362804,High
USA_01669000,0.37798460999531414,High
USA_01669520,0.3667733408539479,High
USA_02011400,0.36097461538402875,High
USA_02011460,0.37808906308096546,High
USA_02013000,0.33392306139549294,Medium
USA_02014000,0.32670190053921727,Medium
USA_02015700,0.3535595204217717,High
USA_02016000,0.35871008134244703,High
USA_02017500,0.35139755688028745,High
USA_02018000,0.3598600796849653,High
USA_02027000,0.36567412024386636,High
USA_02027500,0.3637913091604588,High
USA_02028500,0.3768725124733274,High
USA_02038850,0.3634214676310406,High
USA_02046000,0.372007133814654,High
USA_02051000,0.3706424934811435,High
USA_02051500,0.3717877384383863,High
USA_02053200,0.3101240666667077,Medium
USA_02053800,0.3842188322546893,High
USA_02055100,0.4992941195992381,High
USA_02056900,0.3810752092034307,High
USA_02059500,0.37763753513452397,High
USA_02064000,0.3746085386066524,High
USA_02065500,0.3685815959048049,High
USA_02069700,0.36826341123971224,High
USA_02070000,0.3716755460306781,High
USA_02074500,0.3838032459931562,High
USA_02077200,0.30944364335809627,Medium
USA_02081500,0.3121684879294508,Medium
USA_02082950,0.30633143735031426,Medium
USA_02092500,0.3081866559185147,Medium
USA_02096846,0.318583831192977,Medium
USA_02102908,0.32145645696985575,Medium
USA_02108000,0.31645831599908963,Medium
USA_02111180,0.30790177606941915,Medium
USA_02111500,0.32149182441919966,Medium
USA_02112120,0.30579497376673953,Medium
USA_02112360,0.3085357201258799,Medium
USA_02118500,0.3153451685746562,Medium
USA_02125000,0.3158148072598078,Medium
USA_02128000,0.32112884480090104,Medium
USA_02137727,0.3167868502050338,Medium
USA_02140991,0.30482482469684635,Medium
USA_02143000,0.35535825474356925,High
USA_02143040,0.32480646544704994,Medium
USA_02149000,0.32759384025526,Medium
USA_02152100,0.3044127030847587,Medium
USA_02177000,0.2936995665365316,Medium
USA_02178400,0.2965274396080778,Medium
USA_02193340,0.29970778387924646,Medium
USA_02196000,0.2796828956403298,Medium
USA_02198100,0.29905144285933266,Medium
USA_02202600,0.3146622776201782,Medium
USA_02212600,0.29956669882830167,Medium
USA_02215100,0.31682504669627404,Medium
USA_02216180,0.3022137549754376,Medium
USA_02221525,0.3100880726885278,Medium
USA_02231000,0.3116397586755207,Medium
USA_02231342,0.30923689819764166,Medium
USA_02235200,0.3331588727757023,Medium
USA_02245500,0.31985200659601615,Medium
USA_02246000,0.352572084480565,High
USA_02296500,0.323955561016694,Medium
USA_02297155,0.3240341324752288,Medium
USA_02297310,0.31721392760795686,Medium
USA_02298123,0.30770825716680167,Medium
USA_02298608,0.3138056677260594,Medium
USA_02299950,0.319337273412423,Medium
USA_02300700,0.5171886197299708,High
USA_02310947,0.3441307568444422,Medium
USA_02312200,0.32667999082134036,Medium
USA_02314500,0.2961493162748854,Medium
USA_02315500,0.2993026799208098,Medium
USA_02324400,0.30691771262715944,Medium
USA_02327100,0.30321605507772553,Medium
USA_02342933,0.24825730412240402,Medium
USA_02349900,0.30509228137029876,Medium
USA_02350900,0.30127731871521124,Medium
USA_02361000,0.2620757450078806,Medium
USA_02363000,0.2558158122827218,Medium
USA_02369800,0.24981664149481986,Medium
USA_02371500,0.262749552821152,Medium
USA_02372250,0.2578486562008588,Medium
USA_02374500,0.25724861130691606,Medium
USA_02381600,0.3178712388669324,Medium
USA_02384540,0.34444661655406983,Medium
USA_02395120,0.3442881857085237,Medium
USA_02408540,0.2557196294548652,Medium
USA_02415000,0.25771779844611603,Medium
USA_02422500,0.26431867700949885,Medium
USA_02427250,0.24687430620111173,Medium
USA_02430085,0.33203949373184993,Medium
USA_02430615,0.2984796462168551,Medium
USA_02450250,0.24849236403200708,Medium
USA_02464000,0.2549762341443519,Medium
USA_02464146,0.2586938349072421,Medium
USA_02464360,0.25895102775087303,Medium
USA_02465493,0.34805619047084985,High
USA_02469800,0.2494072781971549,Medium
USA_02472000,0.24225368163165256,Medium
USA_02472500,0.24464920296804243,Medium
USA_02479155,0.23525760078152824,Medium
USA_02479300,0.24832078237534305,Medium
USA_02479560,0.25077562129970243,Medium
USA_02481000,0.24750406690731638,Medium
USA_02481510,0.24138755173151888,Medium
USA_03010655,0.3457690692229575,Medium
USA_03011800,0.3546980807927244,High
USA_03015500,0.36556563901903666,High
USA_03021350,0.3948225446319743,High
USA_03026500,0.3406094801054422,Medium
USA_03028000,0.35821962675126956,High
USA_03049000,0.3719944678075089,High
USA_03049800,0.6770904766305638,High
USA_03050000,0.2453997394445928,Medium
USA_03066000,0.2526997404443032,Medium
USA_03069500,0.24157770221105845,Medium
USA_03070500,0.289377382035761,Medium
USA_03076600,0.4126089719056106,High
USA_03078000,0.4061769065208645,High
USA_03140000,0.32521441434316745,Medium
USA_03144000,0.321326041694306,Medium
USA_03159540,0.3162919488972433,Medium
USA_03161000,0.34007040530511506,Medium
USA_03164000,0.33398691365504984,Medium
USA_03165000,0.40004897021914876,High
USA_03170000,0.37137183540914825,High
USA_03173000,0.3669582056067822,High
USA_03180500,0.23724274423814395,Medium
USA_03182500,0.24745765189767707,Medium
USA_03186500,0.2346359862401934,Medium
USA_03187500,0.23452079689969366,Medium
USA_03213700,0.27926582423412316,Medium
USA_03237280,0.6175845012026072,High
USA_03237500,0.32030972503465627,Medium
USA_03238500,0.33092523669053897,Medium
USA_03241500,0.33795678627782366,Medium
USA_03280700,0.25894776549153437,Medium
USA_03281100,0.25866878861131026,Medium
USA_03281500,0.25546094642514033,Medium
USA_03285000,0.27012336419497535,Medium
USA_03291780,0.2964915489098622,Medium
USA_03300400,0.25685956680974964,Medium
USA_03338780,0.3525476398176946,High
USA_03340800,0.3135647487122612,Medium
USA_03346000,0.36082422967014705,High
USA_03357350,0.3164359178976422,Medium
USA_03364500,0.3152752263553452,Medium
USA_03366500,0.3053138805620018,Medium
USA_03368000,0.3223387745134407,Medium
USA_03384450,0.3476459245294649,High
USA_03439000,0.3057839297060773,Medium
USA_03450000,0.3748387745949981,High
USA_03455500,0.305214417767124,Medium
USA_03456500,0.30492528478458614,Medium
USA_03460000,0.2963855451179972,Medium
USA_03463300,0.30856532611559023,Medium
USA_03471500,0.3683739377687683,High
USA_03473000,0.34541955318252926,Medium
USA_03479000,0.3345566049535793,Medium
USA_03488000,0.363659509937407,High
USA_03498500,0.28056337082330457,Medium
USA_03500000,0.3153757334536053,Medium
USA_03500240,0.31558841467546983,Medium
USA_03504000,0.29331254449453836,Medium
USA_03574500,0.25588038577119154,Medium
USA_03592718,0.24822324514991856,Medium
USA_03604000,0.2676723407591644,Medium
USA_04015330,0.36349582699119515,High
USA_04024430,0.34901997183531336,High
USA_04027000,0.32590529165233967,Medium
USA_04040500,0.3012911292346905,Medium
USA_04043050,0.33234510705741105,Medium
USA_04045500,0.30415876944098735,Medium
USA_04056500,0.3085883241695796,Medium
USA_04057510,0.3006124104282115,Medium
USA_04057800,0.3339515001698823,Medium
USA_04059500,0.30333525140352996,Medium
USA_04063700,0.32276469724588963,Medium
USA_04074950,0.33333623044970306,Medium
USA_04105700,0.34387582578576054,Medium
USA_04115265,0.32054805335126474,Medium
USA_04122200,0.3169227892215311,Medium
USA_04122500,0.3117070460164624,Medium
USA_04124000,0.3146270045016489,Medium
USA_04127918,0.30396338303281617,Medium
USA_04127997,0.31833455159814894,Medium
USA_04161580,0.41703679011345285,High
USA_04185000,0.3284757172692967,Medium
USA_04196800,0.32218476528391693,Medium
USA_04197100,0.3269930869276201,Medium
USA_04197170,0.3425615559566521,Medium
USA_04213000,0.35916367714537856,High
USA_04213075,0.40655149359583365,High
USA_04216418,0.4131769961151585,High
USA_04221000,0.38402187085302664,High
USA_04224775,0.4068021088896065,High
USA_04233000,0.40696048138756735,High
USA_04256000,0.3832749175333193,High
USA_04296000,0.3466201441333073,High
USA_05056000,0.34538240158098593,Medium
USA_05057000,0.3500155801294998,High
USA_05057200,0.34580072288900093,Medium
USA_05062500,0.3775032863114207,High
USA_05087500,0.360974452229048,High
USA_05120500,0.5410078140279734,High
USA_05123400,0.37045685043303267,High
USA_05129115,0.41913964357947214,High
USA_05131500,0.3738952789171356,High
USA_05291000,0.32726262908471127,Medium
USA_05362000,0.32928297280259516,Medium
USA_05393500,0.3278949669822333,Medium
USA_05399500,0.35074810385392324,High
USA_05408000,0.3359476663120079,Medium
USA_05412500,0.33709729157719515,Medium
USA_05413500,0.3409857007767336,Medium
USA_05414000,0.336908697523514,Medium
USA_05444000,0.3617499654359171,High
USA_05454000,0.4594467918244449,High
USA_05458000,0.34028105704305806,Medium
USA_05466500,0.36667058268064207,High
USA_05487980,0.33517028059771603,Medium
USA_05488200,0.3364155861821303,Medium
USA_05489000,0.329262286985469,Medium
USA_05495000,0.32209030703857316,Medium
USA_05495500,0.3561348261708199,High
USA_05501000,0.310840571599779,Medium
USA_05503800,0.30681459076072515,Medium
USA_05507600,0.30893177222990853,Medium
USA_05508805,0.31309102120771953,Medium
USA_05514500,0.31455404311437396,Medium
USA_05525500,0.3480968190562689,High
USA_05556500,0.3704371390219636,High
USA_05584500,0.36122832333826604,High
USA_05585000,0.359355600979527,High
USA_05591550,0.36972105133918376,High
USA_05592050,0.3614004051092064,High
USA_05592575,0.3603842260158686,High
USA_05593575,0.37991783388315636,High
USA_05593900,0.37146370091849457,High
USA_05595730,0.3640653597378983,High
USA_06037500,0.3410539790814254,Medium
USA_06043500,0.2876767026120802,Medium
USA_06154410,0.2932288587799406,Medium
USA_06188000,0.32215459802186347,Medium
USA_06191500,0.329536840898155,Medium
USA_06221400,0.34058409586348437,Medium
USA_06224000,0.3405401234526566,Medium
USA_06278300,0.34215558383746636,Medium
USA_06280300,0.34031151751969607,Medium
USA_06289000,0.340178050517422,Medium
USA_06291500,0.2949100733227993,Medium
USA_06311000,0.3406264750966063,Medium
USA_06332515,0.42063345685453396,High
USA_06339100,0.36488573644839345,High
USA_06339500,0.351383445573201,High
USA_06344600,0.3572691660646111,High
USA_06350000,0.34375692804586594,Medium
USA_06352000,0.34160784034242103,Medium
USA_06353000,0.3412562935347661,Medium
USA_06354000,0.34232252258522616,Medium
USA_06360500,0.31156457556028555,Medium
USA_06404000,0.3294141383002898,Medium
USA_06406000,0.3246716538841357,Medium
USA_06408700,0.31082957347802526,Medium
USA_06409000,0.3104170168287155,Medium
USA_06431500,0.32911397592780306,Medium
USA_06440200,0.31281556281489953,Medium
USA_06441500,0.3128927293748996,Medium
USA_06447000,0.3260234878072988,Medium
USA_06447500,0.31591289118063065,Medium
USA_06450500,0.31548375357077374,Medium
USA_06452000,0.3206856628727462,Medium
USA_06453600,0.32323589023340615,Medium
USA_06464500,0.31564559510308293,Medium
USA_06468170,0.34528933537658063,Medium
USA_06468250,0.3450854335157702,Medium
USA_06470800,0.3466428515706535,High
USA_06477500,0.31582954313982553,Medium
USA_06479215,0.3182826990062432,Medium
USA_06479438,0.3181436522573947,Medium
USA_06601000,0.3407374660994113,Medium
USA_06614800,0.34571877289652947,Medium
USA_06622700,0.3412479303873085,Medium
USA_06623800,0.34342179152967583,Medium
USA_06632400,0.34286593618456834,Medium
USA_06746095,0.61307600127552,High
USA_06784000,0.32877201692285646,Medium
USA_06803510,0.3897676303886582,High
USA_06803530,0.34083225285792923,Medium
USA_06814000,0.327446255879531,Medium
USA_06847900,0.3262812207990644,Medium
USA_06853800,0.3216454450280651,Medium
USA_06876700,0.32066895448497074,Medium
USA_06878000,0.3233602092482444,Medium
USA_06879650,0.3341226278512449,Medium
USA_06885500,0.3249622690977732,Medium
USA_06888500,0.32480480550586055,Medium
USA_06889200,0.3245485245232124,Medium
USA_06889500,0.33788247453103054,Medium
USA_06892000,0.33917326769629863,Medium
USA_06903400,0.33012141780762794,Medium
USA_06906800,0.318228873590907,Medium
USA_06910800,0.32375693164346864,Medium
USA_06911900,0.3281537932342004,Medium
USA_06917000,0.32422475087967273,Medium
USA_06918460,0.313139860145819,Medium
USA_06919500,0.30601045433533464,Medium
USA_06921070,0.3230051921309059,Medium
USA_06921200,0.31753770554604155,Medium
USA_06934000,0.31462967535123343,Medium
USA_07014500,0.3087318285029888,Medium
USA_07056000,0.24322721657474028,Medium
USA_07057500,0.3049939577588866,Medium
USA_07060710,0.24230043582803873,Medium
USA_07066000,0.3029606633252106,Medium
USA_07067000,0.3018510758905779,Medium
USA_07068000,0.3018804439553371,Medium
USA_07071500,0.3039646912037936,Medium
USA_07083000,0.8932396243023747,High
USA_07142300,0.32434091215617694,Medium
USA_07145700,0.3380609845733096,Medium
USA_07148400,0.3054343650369345,Medium
USA_07149000,0.32221000551558693,Medium
USA_07151500,0.3235439997649418,Medium
USA_07167500,0.3231073071385501,Medium
USA_07180500,0.32082976599200086,Medium
USA_07184000,0.3310295201624339,Medium
USA_07195800,0.35340658640150463,High
USA_07196900,0.2583801950641746,Medium
USA_07197000,0.26788637972852636,Medium
USA_07208500,0.27248963417516114,Medium
USA_07226500,0.273086342504696,Medium
USA_07261000,0.25773746267872505,Medium
USA_07263295,0.24394514688866786,Medium
USA_07290650,0.24174255375890913,Medium
USA_07291000,0.2319196081860326,Medium
USA_07292500,0.23481742162396393,Medium
USA_07295000,0.24008463113795148,Medium
USA_07299670,0.31109528506819584,Medium
USA_07301410,0.32157394389048827,Medium
USA_07301500,0.3067248610975881,Medium
USA_07315200,0.30852521464739796,Medium
USA_07315700,0.26293507212487016,Medium
USA_07335700,0.2600393205138163,Medium
USA_07340300,0.2397363494423954,Medium
USA_07346045,0.3180121917529988,Medium
USA_07359610,0.2441313621069594,Medium
USA_07362100,0.24816922400838687,Medium
USA_07362587,0.3180823764863919,Medium
USA_07373000,0.2809450077845443,Medium
USA_07375000,0.279928901077219,Medium
USA_07376000,0.2729106514955515,Medium
USA_08013000,0.2710615118399289,Medium
USA_08014500,0.2804824711533572,Medium
USA_08023080,0.278712377749588,Medium
USA_08025500,0.275297427796495,Medium
USA_08029500,0.31949241312047805,Medium
USA_08050800,0.3295689093590478,Medium
USA_08066200,0.3280125799947172,Medium
USA_08066300,1.0,High
USA_08070000,0.3204514973507524,Medium
USA_08070200,0.3268293892147621,Medium
USA_08079600,0.31458186060541893,Medium
USA_08082700,0.30581486321309026,Medium
USA_08086212,0.31004697606399484,Medium
USA_08086290,0.5728060999204215,High
USA_08101000,0.3071420305855488,Medium
USA_08103900,0.3075383543705095,Medium
USA_08104900,0.3433164280673864,Medium
USA_08109700,0.3188648660466832,Medium
USA_08150800,0.30550052295494134,Medium
USA_08155200,0.3830492809683633,High
USA_08158700,0.3277724901104315,Medium
USA_08158810,0.3828655708418758,High
USA_08164000,0.31984272906857686,Medium
USA_08164300,0.3205575038600942,Medium
USA_08164600,0.32456863662051594,Medium
USA_08165300,0.3062049062938189,Medium
USA_08171300,0.32316875446374355,Medium
USA_08175000,0.326805573659403,Medium
USA_08176900,0.3234799521480126,Medium
USA_08178880,0.3104011333792286,Medium
USA_08189500,0.31182557943001193,Medium
USA_08190000,0.3058006373464633,Medium
USA_08190500,0.3048720634396384,Medium
USA_08194200,0.3092631957943812,Medium
USA_08195000,0.3084944387346869,Medium
USA_08196000,0.3048303883808167,Medium
USA_08198500,0.30798746703554764,Medium
USA_08200000,0.3068101831009308,Medium
USA_08202700,0.30520659388950044,Medium
USA_08267500,0.2824645397092762,Medium
USA_08269000,0.27829216767671017,Medium
USA_08271000,0.28473482774127623,Medium
USA_08324000,0.27465285720421434,Medium
USA_08377900,0.27254408216102305,Medium
USA_08378500,0.27295883940190346,Medium
USA_08380500,0.2880797045500662,Medium
USA_09034900,0.35212821329846417,High
USA_09035800,0.35216389025541917,High
USA_09035900,0.35255204628620146,High
USA_09047700,0.38033320683026395,High
USA_09065500,0.36272353158640663,High
USA_09066000,0.3627593865757641,High
USA_09066200,0.36245551574416873,High
USA_09066300,0.3944943916813046,High
USA_09081600,0.34696015265148566,High
USA_09107000,0.34484147850560753,Medium
USA_09210500,0.340301550621097,Medium
USA_09223000,0.34034133102500114,Medium
USA_09306242,0.3537634461760985,High
USA_09312600,0.28176437409561395,Medium
USA_09352900,0.3463386929731803,High
USA_09378170,0.29683984298308036,Medium
USA_09378630,0.2802729265592967,Medium
USA_09386900,0.2724800325708586,Medium
USA_09404450,0.2828370257776493,Medium
USA_09430500,0.2729101790878845,Medium
USA_09430600,0.27236290572661676,Medium
USA_09447800,0.2935517945682078,Medium
USA_09480000,0.29134799538738976,Medium
USA_09484000,0.3562036110006653,High
USA_09484600,0.29869383133861743,Medium
USA_09492400,0.2943471184080739,Medium
USA_09494000,0.2989682008025821,Medium
USA_09497800,0.2953123816975035,Medium
USA_09497980,0.2946708893843279,Medium
USA_09505200,0.2943175831637368,Medium
USA_09505350,0.30449152259675133,Medium
USA_09505800,0.29453782907981085,Medium
USA_09508300,0.29413488330622967,Medium
USA_09510200,0.29876587684181133,Medium
USA_09512280,0.3131251799672019,Medium
USA_09513780,0.3029946846711622,Medium
USA_10023000,0.2799811031202019,Medium
USA_10166430,0.30670062054318314,Medium
USA_10172700,0.28157384413219066,Medium
USA_10172800,0.30220304985003077,Medium
USA_10173450,0.2832589083647437,Medium
USA_10205030,0.28017742106625165,Medium
USA_10234500,0.28584608199366396,Medium
USA_10242000,0.298093706175218,Medium
USA_10244950,0.2997475250773076,Medium
USA_10249300,0.3798262845070427,High
USA_10258000,0.48645835726613224,High
USA_10258500,0.3829280935520739,High
USA_10259000,0.4137892103558736,High
USA_10259200,0.39476153685688464,High
USA_10263500,0.3633368706001163,High
USA_10310500,0.3696558363222073,High
USA_10316500,0.30114616067238736,Medium
USA_10329500,0.29893388063904075,Medium
USA_10336645,0.3586928421984866,High
USA_10336660,0.3689050223124612,High
USA_10336740,0.3511461721333455,High
USA_10343500,0.4904379291863746,High
USA_10348850,0.3420640650377614,Medium
USA_10396000,0.30265979980805413,Medium
USA_11098000,0.6037295632231287,High
USA_11124500,0.34601306402153137,Medium
USA_11141280,0.5021025216102376,High
USA_11143000,0.3490099598388633,High
USA_11148900,0.3462019542405223,Medium
USA_11151300,0.34928502793564176,High
USA_11162500,0.3634712585468587,High
USA_11176400,0.362282970432339,High
USA_11180500,0.68977437038666,High
USA_11180960,0.5557029702036484,High
USA_11224500,0.3502253074162124,High
USA_11230500,0.3863366361031276,High
USA_11237500,0.41600968338658084,High
USA_11253310,0.34891151767511414,High
USA_11264500,0.34629087732754826,Medium
USA_11266500,0.34744554322842763,High
USA_11274500,0.35277577515088226,High
USA_11274630,0.36256527902141583,High
USA_11284400,0.4235799569956142,High
USA_11299600,0.6458291771153984,High
USA_11381500,0.34792522016036,High
USA_11383500,0.3478375571346637,High
USA_11451100,0.34676118596290806,High
USA_11468500,0.3529110230256179,High
USA_11473900,0.3468188383196631,High
USA_11475560,0.3506078873377504,High
USA_11476600,0.3486391683792864,High
USA_11478500,0.34765732629810014,High
USA_11480390,0.3459741541236385,Medium
USA_11481200,0.3504940568799802,High
USA_11482500,0.3476978214852843,High
USA_11522500,0.34661128192138657,High
USA_11523200,0.34663858236779105,High
USA_11528700,0.34706228907966663,High
USA_11532500,0.34066827480570183,Medium
USA_12010000,0.3463407443176857,High
USA_12013500,0.3488472409051995,High
USA_12020000,0.34876586903827156,High
USA_12025000,0.36333788424012214,High
USA_12025700,0.3478296742774584,High
USA_12035000,0.35094211138296866,High
USA_12040500,0.3459511297651915,Medium
USA_12041200,0.3455907342598966,Medium
USA_12043000,0.3489348201485369,High
USA_12048000,0.3483105497685524,High
USA_12054000,0.3468414769806554,High
USA_12056500,0.3453661293269243,Medium
USA_12073500,0.38662635571828263,High
USA_12082500,0.3499021281601617,High
USA_12092000,0.3482085914039722,High
USA_12095000,0.38636790736232085,High
USA_12114500,0.34940963472236175,High
USA_12115000,0.3488755129007612,High
USA_12115500,0.3489301653493858,High
USA_12117000,0.3992417382290997,High
USA_12141300,0.3537866852184498,High
USA_12143600,0.38531132717706823,High
USA_12144000,0.38429051246866314,High
USA_12145500,0.4036571187566439,High
USA_12147500,0.3761156765341454,High
USA_12147600,0.3759239052439957,High
USA_12167000,0.35094397694966584,High
USA_12175500,0.34595546805899696,Medium
USA_12178100,0.448422564208572,High
USA_12186000,0.34577166489845684,Medium
USA_12189500,0.34667681678789225,High
USA_12358500,0.2799225965925702,Medium
USA_12374250,0.28821614899011777,Medium
USA_12375900,0.30084470038608035,Medium
USA_12377150,0.3187736040428709,Medium
USA_12381400,0.2789962735247411,Medium
USA_12383500,0.284853669023256,Medium
USA_12388400,0.48714095942058055,High
USA_12390700,0.47711631405256855,High
USA_12411000,0.26235819627815227,Medium
USA_12414500,0.2629301448276848,Medium
USA_12447390,0.34536170531639804,Medium
USA_12451000,0.34552540136882715,Medium
USA_12488500,0.34789581658505336,High
USA_13011500,0.4700243724737745,High
USA_13011900,0.3411585080422073,Medium
USA_13018300,0.3999298697536756,High
USA_13023000,0.34042880141141735,Medium
USA_13083000,0.26316243547578255,Medium
USA_13161500,0.2987074978119814,Medium
USA_13235000,0.26303741390958557,Medium
USA_13240000,0.2624573438115756,Medium
USA_13310700,0.26263777669595834,Medium
USA_13313000,0.262443966551017,Medium
USA_13331500,0.30270820734357207,Medium
USA_13337000,0.2631305989527221,Medium
USA_13338500,0.26645031247941414,Medium
USA_13340000,0.2646560357786734,Medium
USA_13340600,0.2624728921083038,Medium
USA_14020000,0.304182057307129,Medium
USA_14092750,0.3026872695286445,Medium
USA_14096850,0.3040938183795923,Medium
USA_14137000,0.31640817316204933,Medium
USA_14138800,0.3109090072043172,Medium
USA_14138870,0.3111185155081547,Medium
USA_14138900,0.31156638668246917,Medium
USA_14139800,0.3287687054560737,Medium
USA_14141500,0.31934271662425784,Medium
USA_14154500,0.3030695974215114,Medium
USA_14158500,0.30719187865062303,Medium
USA_14158790,0.30656651812779745,Medium
USA_14166500,0.31700052442435284,Medium
USA_14182500,0.30526283864486614,Medium
USA_14185000,0.30376533849940396,Medium
USA_14185900,0.3033524578476992,Medium
USA_14187000,0.3072268799275251,Medium
USA_14216500,0.3464281652913914,High
USA_14222500,0.3582516705933532,High
USA_14236200,0.3537311718885168,High
USA_14301000,0.3075244297180932,Medium
USA_14303200,0.30279915824498993,Medium
USA_14305500,0.30440263229541314,Medium
USA_14306340,0.30365016479354723,Medium
USA_14306500,0.30435810789141404,Medium
USA_14308990,0.3029476982440374,Medium
USA_14309500,0.3026163570518225,Medium
USA_14316700,0.30254314622747674,Medium
USA_14325000,0.30402675101045873,Medium
USA_14362250,0.3263072378825259,Medium
USA_14400000,0.30306031836360486,Medium
